district,date,max_apparent_temp,mean_apparent_temp,max_temperature,min_temperature,night_min_temperature,mean_humidity,mean_wind_speed,max_shortwave_radiation,total_precipitation,heat_hours_30,heat_hours_apparent_35,weather_source,hourly_coverage,hot_day,heatwave_streak,month,day_of_year,month_sin,month_cos,max_apparent_temp_median,max_apparent_temp_mad,max_apparent_temp_p98,max_temperature_median,max_temperature_mad,max_temperature_p98,night_min_temperature_median,night_min_temperature_mad,night_min_temperature_p98,mean_humidity_median,mean_humidity_mad,mean_humidity_p98,max_shortwave_radiation_median,max_shortwave_radiation_mad,max_shortwave_radiation_p98,apparent_anomaly_z,temperature_anomaly_z,night_anomaly_z,humidity_anomaly_z,radiation_anomaly_z,heat_hours_apparent_35_scaled,heatwave_streak_scaled,isolation_forest_raw,isolation_forest_percentile,robust_covariance_raw,robust_covariance_percentile,anomaly_score,model_disagreement,latitude,longitude,population_density_per_km2,share_age_65_plus_pct,green_space_pct,impervious_surface_pct,source_quality,apparent_heat_score,night_heat_score,duration_score,heat_hours_score,anomaly_component_score,hazard_score,exposure_score,age_vulnerability_score,impervious_score,low_green_score,vulnerability_score,hazard_contribution,exposure_contribution,vulnerability_contribution,risk_score,risk_level,recommendation,dominant_driver,generated_at_utc,pipeline_mode
Spandau,2025-08-01,25.85822902615578,21.146184321413937,26.232077350295153,15.126316379462827,15.126316379462827,60.71511904761905,4.569051680986279,650.8890476190476,2.0240476190476193,0,0,synthetic_demo_forecast,24,False,0,8,213,-0.8660254037844384,-0.5000000000000004,22.76,1.2999999999999972,27.255200000000002,22.79,1.3300000000000018,27.636400000000002,10.6,1.3499999999999996,15.285200000000001,63.337916666666665,1.436249999999994,67.78,537.55,51.68999999999994,649.742,1.6074821914494208,1.7456010272013247,2.261450794381656,0.0,1.478934809574879,0.0,0.0,0.5549371357601244,0.9512777777777778,35.80589994103717,0.9268888888888889,94.3961111111111,2.4388888888888904,52.5389,13.2034,2700,21.0,45.0,39.0,demo_seed_replace_with_official_aggregation,10.32349458975433,0.0,0.0,0.0,94.3961111111111,22.492445328636236,8.064516129032258,77.44360902255639,24.444444444444443,34.14634146341463,48.06958453043177,12.37084493074993,1.6129032258064517,12.017396132607942,26.001144289164323,Moderate,Publish heat-safety guidance and verify cooling resources.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Treptow-Köpenick,2025-08-01,25.154121684114955,21.0352842943856,25.339045926743285,16.015222482699627,16.015222482699627,60.07785714285714,4.35157291697057,659.4628571428572,1.4726190476190477,0,0,synthetic_demo_forecast,24,False,0,8,213,-0.8660254037844384,-0.5000000000000004,22.29,1.3000000000000007,25.5676,22.33,1.3299999999999983,25.674000000000003,9.91,1.2400000000000002,13.5076,63.57708333333333,1.42916666666666,66.88658333333333,538.04,48.780000000000086,657.4008000000001,1.4860181615016002,1.5259952424278478,3.3209001202658506,0.0,1.6789379895880225,0.0,0.0,0.5977410948310525,0.9761666666666666,60.61591501771814,0.9697777777777777,97.42499999999998,0.6388888888888888,52.4349,13.5808,1700,21.7,59.0,28.0,demo_seed_replace_with_official_aggregation,6.411787133971972,0.13838620636024954,0.0,0.0,97.42499999999998,21.749883427844228,0.0,82.70676691729322,0.0,0.0,33.08270676691729,11.962435885314326,0.0,8.270676691729323,20.23311257704365,Low,Routine monitoring.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Friedrichshain-Kreuzberg,2025-08-02,26.715029204060816,22.460302738871835,27.050456171910774,17.853456367730804,17.853456367730804,58.49950396825397,4.411997725236351,659.5557142857143,1.418095238095238,0,0,synthetic_demo_forecast,24,False,0,8,214,-0.8660254037844384,-0.5000000000000004,23.85,1.1699999999999982,28.070400000000003,23.94,1.1799999999999997,28.3036,11.35,1.1899999999999995,15.4244,62.49625,1.1541666666666686,66.26733333333333,544.1,54.049999999999955,639.7536,1.6516544647603477,1.77794402178878,3.6861522896585304,0.0,1.4407735876870358,0.0,0.0,0.6002468095338166,0.9770555555555556,78.96600954108074,0.9795,97.77888888888889,0.24444444444444713,52.4996,13.4314,14100,10.7,18.0,73.0,demo_seed_replace_with_official_aggregation,15.083495578115642,16.849603343007303,0.0,0.0,97.77888888888889,27.362441731569348,100.0,0.0,100.0,100.0,60.0,15.049342952363142,20.0,15.0,50.04934295236314,High,Target warnings; review outdoor work and event schedules.,population exposure,2026-08-04T20:45:56.440844+00:00,demo
Mitte,2025-08-02,26.750754425793733,22.444804397651055,26.941929041138177,17.78155412470109,17.78155412470109,58.952222222222225,4.159496332039602,657.2471428571429,1.227142857142857,0,0,synthetic_demo_forecast,24,False,0,8,214,-0.8660254037844384,-0.5000000000000004,23.36,1.3200000000000003,29.20200000000001,23.46,1.3599999999999994,29.34680000000001,11.25,1.2599999999999998,16.2616,62.77333333333333,1.1225000000000023,66.10768333333333,537.68,49.65000000000009,643.0228000000001,1.7326003998880617,1.7268595319124285,3.496407065184227,0.0,1.6243088216346573,0.0,0.0,0.6069436285493522,0.9790555555555556,68.54210062796543,0.9746111111111111,97.77222222222221,0.4444444444444473,52.52,13.405,9800,15.2,22.0,67.0,demo_seed_replace_with_official_aggregation,15.281969032187407,16.195946588191713,0.0,0.0,97.77222222222221,27.33252559393879,65.3225806451613,33.83458646616541,86.66666666666667,90.2439024390244,66.4281435295556,15.032889076666336,13.06451612903226,16.6070358823889,44.70444108808749,Moderate,Publish heat-safety guidance and verify cooling resources.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Neukölln,2025-08-02,27.084221398604754,22.40642651028983,27.27141258172581,17.367132115907,17.367132115907,59.29053571428572,4.524297283283842,657.1914285714286,1.5738095238095238,0,0,synthetic_demo_forecast,24,False,0,8,214,-0.8660254037844384,-0.5000000000000004,23.2,1.1799999999999997,29.058000000000014,23.27,1.1799999999999997,28.894400000000008,11.17,1.1899999999999995,16.2056,62.46333333333333,1.1300000000000026,66.12825000000001,545.87,55.24000000000001,652.9196000000001,2.2202300348475967,2.287216789175801,3.51252802305455,0.0,1.359255519608298,0.0,0.0,0.6324616519053265,0.9856666666666667,80.48394175297662,0.9797777777777777,98.39,0.5888888888888943,52.4408,13.4445,7200,15.0,24.0,64.0,demo_seed_replace_with_official_aggregation,17.134563325581965,12.428473780972736,0.0,0.0,98.39,27.539368231099598,44.354838709677416,32.330827067669176,80.0,85.36585365853658,62.27379424170182,15.14665252710478,8.870967741935484,15.568448560425455,39.58606882946572,Moderate,Publish heat-safety guidance and verify cooling resources.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Tempelhof-Schöneberg,2025-08-02,25.871207644711138,22.07276452049093,26.184269412317825,16.717626692545977,16.717626692545977,58.87902777777777,4.656007932185025,648.8204761904761,1.1357142857142857,0,0,synthetic_demo_forecast,24,False,0,8,214,-0.8660254037844384,-0.5000000000000004,23.35,1.3099999999999987,29.068800000000003,23.49,1.3699999999999974,29.3016,11.03,1.4000000000000004,17.6908,63.09458333333333,1.34375,66.0773,544.59,45.049999999999955,668.344,1.2981154649461175,1.3264670234662874,2.7401797481962076,0.0,1.5605436858228963,0.0,0.0,0.5647449807850862,0.9593888888888888,40.228791379103434,0.9400555555555555,95.35888888888888,1.9333333333333313,52.4406,13.3737,6700,20.3,29.0,58.0,demo_seed_replace_with_official_aggregation,10.395598026172987,6.523879023145247,0.0,0.0,95.35888888888888,23.688818940410112,40.32258064516129,72.18045112781955,66.66666666666667,73.17073170731707,70.49819671129042,13.028850417225563,8.064516129032258,17.624549177822605,38.71791572408043,Moderate,Publish heat-safety guidance and verify cooling resources.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Charlottenburg-Wilmersdorf,2025-08-02,26.062544685168756,22.075681370283263,26.328509533213925,15.975974277256682,15.975974277256682,59.386626984126984,4.2279491495084605,656.2414285714285,1.0485714285714285,0,0,synthetic_demo_forecast,24,False,0,8,214,-0.8660254037844384,-0.5000000000000004,22.87,1.4000000000000021,27.7716,22.92,1.3100000000000023,27.882400000000004,10.74,1.3499999999999996,14.570400000000003,63.135,1.3266666666666609,66.60005,550.11,47.139999999999986,642.7468,1.5381013495445985,1.7549680791913513,2.616012049530946,0.0,1.5185546852244134,0.0,0.0,0.5726242070030687,0.9641666666666666,47.00673487537695,0.9543888888888888,96.12333333333332,0.9777777777777774,52.5079,13.2638,5300,22.1,34.0,53.0,demo_seed_replace_with_official_aggregation,11.458581584270869,0.0,0.0,0.0,96.12333333333332,23.235170221161468,29.032258064516128,85.71428571428572,55.55555555555556,60.97560975609756,68.97406116918313,12.779343621638809,5.806451612903226,17.243515292295783,35.829310526837816,Moderate,Publish heat-safety guidance and verify cooling resources.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Lichtenberg,2025-08-02,26.60727174706147,21.907047342786324,26.982849962400852,16.81430436701125,16.81430436701125,59.40160714285714,4.3414415039480545,669.0704761904761,1.3033333333333335,0,0,synthetic_demo_forecast,24,False,0,8,214,-0.8660254037844384,-0.5000000000000004,23.21,1.2100000000000009,29.260400000000004,23.35,1.3099999999999987,29.4452,11.12,1.1799999999999997,17.273600000000002,62.86375,1.3191666666666677,66.4736,537.78,52.25999999999999,654.5752,1.8937424800197264,1.8704761299269255,3.2548776925392473,0.0,1.6944931687286284,0.0,0.0,0.6193719105439425,0.983,62.075459403914046,0.9707222222222223,97.93166666666666,1.227777777777772,52.5322,13.5119,5500,18.6,32.0,52.0,demo_seed_replace_with_official_aggregation,14.484843039230396,7.402766972829543,0.0,0.0,97.93166666666666,25.766443442988404,30.64516129032258,59.39849624060152,53.333333333333336,65.85365853658536,58.88947979705362,14.171543893643623,6.129032258064516,14.722369949263404,35.022946100971545,Moderate,Publish heat-safety guidance and verify cooling resources.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Pankow,2025-08-02,27.517818890920683,22.239492873689304,27.805138551681612,17.07670571439168,17.07670571439168,59.19343253968254,4.247177193239703,660.1990476190476,0.8480952380952381,0,0,synthetic_demo_forecast,24,False,0,8,214,-0.8660254037844384,-0.5000000000000004,23.02,1.25,26.4356,23.08,1.2999999999999972,26.7812,10.75,1.2699999999999996,13.775200000000002,63.09458333333333,1.1216666666666697,66.75355,536.45,52.14000000000004,648.4684000000001,2.4269898237802154,2.451586377196829,3.360082316759811,0.0,1.6008360014015477,0.0,0.0,0.6536396098261116,0.9888888888888889,77.77178267708719,0.9786666666666667,98.58222222222221,1.0222222222222244,52.5929,13.4317,4100,16.0,35.0,48.0,demo_seed_replace_with_official_aggregation,19.543438282892684,9.78823376719708,0.0,0.0,98.58222222222221,28.024882908536448,19.35483870967742,39.84962406015038,44.44444444444444,58.53658536585366,46.12955152107912,15.413685599695048,3.870967741935484,11.53238788026978,30.81704122190031,Moderate,Publish heat-safety guidance and verify cooling resources.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Marzahn-Hellersdorf,2025-08-02,25.040790788848277,21.618313678407137,25.311394584190662,16.085222039472885,16.085222039472885,59.68172619047619,4.52787290666,659.167619047619,0.986904761904762,0,0,synthetic_demo_forecast,24,False,0,8,214,-0.8660254037844384,-0.5000000000000004,23.13,1.3000000000000007,29.3636,23.24,1.389999999999997,29.524800000000003,10.62,1.3099999999999987,16.514000000000003,63.31,1.1412499999999994,66.3952,546.13,52.58000000000004,652.3324,0.9913928695162744,1.0051341771701223,2.8139250107727456,0.0,1.450034794995332,0.0,0.0,0.5499954489965965,0.9458888888888889,40.37344769664459,0.9402777777777778,94.42055555555555,0.5611111111111122,52.5223,13.5754,4100,20.2,39.0,45.0,demo_seed_replace_with_official_aggregation,5.7821710491570935,0.7747458133898665,0.0,0.0,94.42055555555555,21.02408285032457,19.35483870967742,71.42857142857143,37.77777777777778,48.78048780487805,53.98877274487031,11.563245567678516,3.870967741935484,13.497193186217578,28.931406495831578,Moderate,Publish heat-safety guidance and verify cooling resources.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Steglitz-Zehlendorf,2025-08-02,25.31712532111198,21.13033177093588,25.580827125632386,16.29383604296472,16.29383604296472,60.35525793650794,4.465030016901456,665.1614285714286,1.885,0,0,synthetic_demo_forecast,24,False,0,8,214,-0.8660254037844384,-0.5000000000000004,22.62,1.2300000000000004,29.5196,22.59,1.2199999999999989,29.700400000000002,10.18,1.450000000000001,16.485600000000005,63.705000000000005,1.2437500000000057,67.11735,541.55,54.66999999999996,650.4988000000001,1.4790130945043691,1.6535125077303212,2.84394890754114,0.0,1.5250551735344773,0.0,0.0,0.5789141752947295,0.9675555555555555,49.85411848545235,0.9582777777777778,96.47722222222221,0.9277777777777718,52.4295,13.2588,3100,24.0,48.0,36.0,demo_seed_replace_with_official_aggregation,7.317362895066558,2.671236754224731,0.0,0.0,96.47722222222221,22.257206970851446,11.290322580645162,100.0,17.77777777777778,26.829268292682926,52.929539295392956,12.241463833968297,2.2580645161290325,13.232384823848239,27.731913173945568,Moderate,Publish heat-safety guidance and verify cooling resources.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Reinickendorf,2025-08-02,26.327576539764912,22.08292848795313,26.43931319144253,16.384739165400397,16.384739165400397,59.572876984126985,4.09018919144098,643.6166666666667,0.9864285714285714,0,0,synthetic_demo_forecast,24,False,0,8,214,-0.8660254037844384,-0.5000000000000004,22.6,1.2699999999999996,27.372000000000003,22.61,1.2699999999999996,27.47200000000001,10.4,1.2599999999999998,14.820000000000007,63.29125,1.2833333333333314,67.18086666666667,542.97,50.90999999999997,647.9484000000001,1.979697583711161,2.0337294195037936,3.2036914801113006,0.0,1.3334363904692152,0.0,0.0,0.6107947418739836,0.9801111111111112,64.05349284250943,0.9721111111111111,97.77111111111113,0.8000000000000007,52.6048,13.2953,3000,22.4,49.0,37.0,demo_seed_replace_with_official_aggregation,12.930980776471735,3.4976287763672462,0.0,0.0,97.77111111111113,24.60470981044242,10.483870967741936,87.96992481203007,20.0,24.390243902439025,48.28553090042179,13.532590395743332,2.0967741935483875,12.071382725105448,27.70074731439717,Moderate,Publish heat-safety guidance and verify cooling resources.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
Spandau,2025-08-02,25.48677847262636,21.52444078859534,25.65140568406377,16.480124336663327,16.480124336663327,60.71511904761905,4.567498107286918,650.8890476190476,2.0240476190476193,0,0,synthetic_demo_forecast,24,False,0,8,214,-0.8660254037844384,-0.5000000000000004,22.76,1.2999999999999972,27.255200000000002,22.79,1.3300000000000018,27.636400000000002,10.6,1.3499999999999996,15.285200000000001,63.337916666666665,1.436249999999994,67.78,537.55,51.68999999999994,649.742,1.4147591407124507,1.4511215736953516,2.937844096039155,0.0,1.478934809574879,0.0,0.0,0.576324206315947,0.9662222222222222,46.798835599572236,0.9539444444444445,96.25388888888888,1.227777777777772,52.5389,13.2034,2700,21.0,45.0,39.0,demo_seed_replace_with_official_aggregation,8.25988040347977,4.364766696939332,0.0,0.0,96.25388888888888,22.796450923536597,8.064516129032258,77.44360902255639,24.444444444444443,34.14634146341463,48.06958453043177,12.538048007945129,1.6129032258064517,12.017396132607942,26.168347366359523,Moderate,Publish heat-safety guidance and verify cooling resources.,climate anomaly,2026-08-04T20:45:56.440844+00:00,demo
