district,date,max_apparent_temp,mean_apparent_temp,max_temperature,min_temperature,night_min_temperature,mean_humidity,mean_wind_speed,max_shortwave_radiation,total_precipitation,heat_hours_30,heat_hours_apparent_35,weather_source,hourly_coverage,hot_day,heatwave_streak,month,day_of_year,month_sin,month_cos,max_apparent_temp_median,max_apparent_temp_mad,max_apparent_temp_p98,max_temperature_median,max_temperature_mad,max_temperature_p98,night_min_temperature_median,night_min_temperature_mad,night_min_temperature_p98,mean_humidity_median,mean_humidity_mad,mean_humidity_p98,max_shortwave_radiation_median,max_shortwave_radiation_mad,max_shortwave_radiation_p98,apparent_anomaly_z,temperature_anomaly_z,night_anomaly_z,humidity_anomaly_z,radiation_anomaly_z,heat_hours_apparent_35_scaled,heatwave_streak_scaled
Friedrichshain-Kreuzberg,2026-09-01,19.3,17.004166666666666,21.7,16.1,16.1,61.333333333333336,12.4375,427.0,0.9,0,0,forecast,24,False,0,9,244,-1.0,-1.8369701987210297e-16,19.1,3.8999999999999986,30.455999999999996,20.85,3.3499999999999996,30.991999999999997,12.8,2.25,20.583999999999993,70.875,8.3125,88.7525,558.5,68.5,679.0999999999999,0.03458926971674836,0.17113944643435958,0.9892531138990065,0.0,0.0,0.0,0.0
Friedrichshain-Kreuzberg,2026-09-02,21.3,17.400000000000002,23.6,13.7,14.0,56.625,8.629166666666666,508.0,0.0,0,0,forecast,24,False,0,9,245,-1.0,-1.8369701987210297e-16,19.1,3.8999999999999986,30.455999999999996,20.85,3.3499999999999996,30.991999999999997,12.8,2.25,20.583999999999993,70.875,8.3125,88.7525,558.5,68.5,679.0999999999999,0.38048196688423325,0.5536864443464589,0.3597284050541839,0.0,0.0,0.0,0.0
Friedrichshain-Kreuzberg,2026-09-03,20.4,17.1125,23.2,16.2,16.5,61.375,14.075000000000001,390.0,5.3999999999999995,0,0,forecast,24,False,0,9,246,-1.0,-1.8369701987210297e-16,19.1,3.8999999999999986,30.455999999999996,20.85,3.3499999999999996,30.991999999999997,12.8,2.25,20.583999999999993,70.875,8.3125,88.7525,558.5,68.5,679.0999999999999,0.22483025315886468,0.47315023425970076,1.1091625822504008,0.0,0.0,0.0,0.0
Friedrichshain-Kreuzberg,2026-09-04,20.0,16.325,21.5,15.9,15.9,64.20833333333333,13.504166666666668,235.0,0.30000000000000004,0,0,forecast,24,False,0,9,247,-1.0,-1.8369701987210297e-16,19.1,3.8999999999999986,30.455999999999996,20.85,3.3499999999999996,30.991999999999997,12.8,2.25,20.583999999999993,70.875,8.3125,88.7525,558.5,68.5,679.0999999999999,0.15565171372536793,0.1308713413909809,0.9292983797233089,0.0,0.0,0.0,0.0
Lichtenberg,2026-08-29,23.9,20.954166666666666,26.0,18.4,19.2,54.166666666666664,10.670833333333334,623.0,0.0,0,0,forecast,24,False,0,8,241,-0.8660254037844384,-0.5000000000000004,24.6,4.0,34.168000000000006,25.1,3.1000000000000014,34.468,16.2,2.3999999999999986,22.268,65.70833333333333,8.125,88.05666666666667,660.0,70.0,778.6800000000001,0.0,0.1958198979125595,0.8431134493457445,0.0,0.0,0.0,0.0
Lichtenberg,2026-08-30,23.6,20.95,25.5,18.7,19.1,58.208333333333336,12.970833333333333,562.0,0.1,0,0,forecast,24,False,0,8,242,-0.8660254037844384,-0.5000000000000004,24.6,4.0,34.168000000000006,25.1,3.1000000000000014,34.468,16.2,2.3999999999999986,22.268,65.70833333333333,8.125,88.05666666666667,660.0,70.0,778.6800000000001,0.0,0.08703106573891516,0.8150096677008869,0.0,0.0,0.0,0.0
Lichtenberg,2026-08-31,23.0,20.099999999999998,24.3,17.7,19.0,64.08333333333333,9.841666666666667,543.0,1.7,0,0,forecast,24,False,0,8,243,-0.8660254037844384,-0.5000000000000004,24.6,4.0,34.168000000000006,25.1,3.1000000000000014,34.468,16.2,2.3999999999999986,22.268,65.70833333333333,8.125,88.05666666666667,660.0,70.0,778.6800000000001,0.0,0.0,0.7869058860560284,0.0,0.0,0.0,0.0
Lichtenberg,2026-09-01,19.0,16.633333333333333,21.5,15.9,15.9,61.75,13.383333333333333,428.0,0.5,0,0,forecast,24,False,0,9,244,-1.0,-1.8369701987210297e-16,18.85,3.9499999999999993,30.209999999999997,20.7,3.1500000000000004,30.246,12.55,2.25,20.682,71.66666666666666,7.708333333333343,88.56833333333333,560.5,71.0,686.28,0.025613573144680594,0.17129924050199258,1.0042417974429305,0.0,0.0,0.0,0.0
Lichtenberg,2026-09-02,21.1,17.170833333333334,23.5,13.6,13.7,57.291666666666664,8.766666666666667,524.0,0.0,0,0,forecast,24,False,0,9,245,-1.0,-1.8369701987210297e-16,18.85,3.9499999999999993,30.209999999999997,20.7,3.1500000000000004,30.246,12.55,2.25,20.682,71.66666666666666,7.708333333333343,88.56833333333333,560.5,71.0,686.28,0.3842035971702125,0.5995473417569737,0.34473972151025933,0.0,0.0,0.0,0.0
Lichtenberg,2026-09-03,20.0,16.795833333333334,22.9,16.1,16.4,62.375,15.245833333333332,378.0,4.8,0,0,forecast,24,False,0,9,246,-1.0,-1.8369701987210297e-16,18.85,3.9499999999999993,30.209999999999997,20.7,3.1500000000000004,30.246,12.55,2.25,20.682,71.66666666666666,7.708333333333343,88.56833333333333,560.5,71.0,686.28,0.19637072744255282,0.471072911380479,1.1541286328821734,0.0,0.0,0.0,0.0
Lichtenberg,2026-09-04,19.1,15.904166666666667,20.9,16.0,16.0,65.20833333333333,14.883333333333333,216.0,0.30000000000000004,0,0,forecast,24,False,0,9,247,-1.0,-1.8369701987210297e-16,18.85,3.9499999999999993,30.209999999999997,20.7,3.1500000000000004,30.246,12.55,2.25,20.682,71.66666666666666,7.708333333333343,88.56833333333333,560.5,71.0,686.28,0.04268928857446806,0.04282481012549796,1.0342191645307792,0.0,0.0,0.0,0.0
Marzahn-Hellersdorf,2026-08-29,23.9,21.070833333333333,26.4,18.5,19.3,55.666666666666664,10.012500000000001,599.0,0.0,0,0,forecast,24,False,0,8,241,-0.8660254037844384,-0.5000000000000004,24.6,4.0,34.168000000000006,25.1,3.1000000000000014,34.468,16.2,2.3999999999999986,22.268,65.70833333333333,8.125,88.05666666666667,660.0,70.0,778.6800000000001,0.0,0.28285096365147466,0.871217230990603,0.0,0.0,0.0,0.0
Marzahn-Hellersdorf,2026-08-30,24.2,21.2,25.7,18.6,18.9,58.375,11.658333333333333,594.0,0.0,0,0,forecast,24,False,0,8,242,-0.8660254037844384,-0.5000000000000004,24.6,4.0,34.168000000000006,25.1,3.1000000000000014,34.468,16.2,2.3999999999999986,22.268,65.70833333333333,8.125,88.05666666666667,660.0,70.0,778.6800000000001,0.0,0.13054659860837273,0.7588021044111698,0.0,0.0,0.0,0.0
Marzahn-Hellersdorf,2026-08-31,23.2,20.125,24.5,17.4,18.5,65.29166666666667,9.254166666666666,543.0,1.48,0,0,forecast,24,False,0,8,243,-0.8660254037844384,-0.5000000000000004,24.6,4.0,34.168000000000006,25.1,3.1000000000000014,34.468,16.2,2.3999999999999986,22.268,65.70833333333333,8.125,88.05666666666667,660.0,70.0,778.6800000000001,0.0,0.0,0.6463869778317376,0.0,0.0,0.0,0.0
Marzahn-Hellersdorf,2026-09-01,19.2,16.829166666666666,21.6,15.9,15.9,61.708333333333336,12.683333333333332,409.0,1.2,0,0,forecast,24,False,0,9,244,-1.0,-1.8369701987210297e-16,18.85,3.9499999999999993,30.209999999999997,20.7,3.1500000000000004,30.246,12.55,2.25,20.682,71.66666666666666,7.708333333333343,88.56833333333333,560.5,71.0,686.28,0.05976500400425492,0.19271164556474193,1.0042417974429305,0.0,0.0,0.0,0.0
Marzahn-Hellersdorf,2026-09-02,21.3,17.204166666666666,23.6,13.5,13.7,57.541666666666664,8.533333333333333,531.0,0.0,0,0,forecast,24,False,0,9,245,-1.0,-1.8369701987210297e-16,18.85,3.9499999999999993,30.209999999999997,20.7,3.1500000000000004,30.246,12.55,2.25,20.682,71.66666666666666,7.708333333333343,88.56833333333333,560.5,71.0,686.28,0.41835502802978686,0.620959746819723,0.34473972151025933,0.0,0.0,0.0,0.0
Marzahn-Hellersdorf,2026-09-03,20.0,16.745833333333334,23.0,15.9,16.3,63.0,15.233333333333334,360.0,5.1,0,0,forecast,24,False,0,9,246,-1.0,-1.8369701987210297e-16,18.85,3.9499999999999993,30.209999999999997,20.7,3.1500000000000004,30.246,12.55,2.25,20.682,71.66666666666666,7.708333333333343,88.56833333333333,560.5,71.0,686.28,0.19637072744255282,0.4924853164432284,1.1241512657943253,0.0,0.0,0.0,0.0
Marzahn-Hellersdorf,2026-09-04,19.2,15.9125,21.0,15.8,15.8,65.45833333333333,14.958333333333334,222.0,0.30000000000000004,0,0,forecast,24,False,0,9,247,-1.0,-1.8369701987210297e-16,18.85,3.9499999999999993,30.209999999999997,20.7,3.1500000000000004,30.246,12.55,2.25,20.682,71.66666666666666,7.708333333333343,88.56833333333333,560.5,71.0,686.28,0.05976500400425492,0.0642372151882473,0.974264430355082,0.0,0.0,0.0,0.0
Mitte,2026-08-29,23.7,21.066666666666666,26.5,18.4,19.3,53.75,10.8125,670.0,0.0,0,0,forecast,24,False,0,8,241,-0.8660254037844384,-0.5000000000000004,24.7,4.0,34.436,25.4,3.400000000000002,35.104000000000006,16.1,2.3000000000000007,22.612000000000005,65.125,8.625,87.71666666666668,655.0,69.0,777.04,0.0,0.2182175986541927,0.9384219262283059,0.0,0.14662842597317288,0.0,0.0
Mitte,2026-08-30,24.0,21.208333333333332,25.7,18.9,19.2,57.958333333333336,12.608333333333334,615.0,0.0,0,0,forecast,24,False,0,8,242,-0.8660254037844384,-0.5000000000000004,24.7,4.0,34.436,25.4,3.400000000000002,35.104000000000006,16.1,2.3000000000000007,22.612000000000005,65.125,8.625,87.71666666666668,655.0,69.0,777.04,0.0,0.059513890542052625,0.9090962410336709,0.0,0.0,0.0,0.0
Mitte,2026-08-31,23.4,20.341666666666665,24.6,17.7,19.0,63.125,9.341666666666667,523.0,1.48,0,0,forecast,24,False,0,8,243,-0.8660254037844384,-0.5000000000000004,24.7,4.0,34.436,25.4,3.400000000000002,35.104000000000006,16.1,2.3000000000000007,22.612000000000005,65.125,8.625,87.71666666666668,655.0,69.0,777.04,0.0,0.0,0.850444870644402,0.0,0.0,0.0,0.0
Mitte,2026-09-01,19.4,17.087500000000002,21.8,16.1,16.1,61.041666666666664,12.1875,442.0,0.9,0,0,forecast,24,False,0,9,244,-1.0,-1.8369701987210297e-16,18.95,3.999999999999999,30.373999999999995,20.7,3.3000000000000007,30.709999999999997,12.65,2.25,20.501999999999992,71.27083333333334,8.395833333333321,88.68083333333333,558.0,70.0,684.8199999999999,0.07588021044111685,0.22483025315886532,1.0342191645307797,0.0,0.0,0.0,0.0
Mitte,2026-09-02,21.4,17.458333333333332,23.7,13.7,13.9,56.5,8.637500000000001,497.0,0.0,0,0,forecast,24,False,0,9,245,-1.0,-1.8369701987210297e-16,18.95,3.999999999999999,30.373999999999995,20.7,3.3000000000000007,30.709999999999997,12.65,2.25,20.501999999999992,71.27083333333334,8.395833333333321,88.68083333333333,558.0,70.0,684.8199999999999,0.4131255901794145,0.6131734177059955,0.3747170885981084,0.0,0.0,0.0,0.0
Mitte,2026-09-03,20.4,17.175,23.3,16.3,16.6,61.208333333333336,14.108333333333334,390.0,5.3999999999999995,0,0,forecast,24,False,0,9,246,-1.0,-1.8369701987210297e-16,18.95,3.999999999999999,30.373999999999995,20.7,3.3000000000000007,30.709999999999997,12.65,2.25,20.501999999999992,71.27083333333334,8.395833333333321,88.68083333333333,558.0,70.0,684.8199999999999,0.24450290031026567,0.5314169620118631,1.184105999970023,0.0,0.0,0.0,0.0
Mitte,2026-09-04,20.0,16.366666666666667,21.6,16.0,16.0,64.20833333333333,13.504166666666668,235.0,0.30000000000000004,0,0,forecast,24,False,0,9,247,-1.0,-1.8369701987210297e-16,18.95,3.999999999999999,30.373999999999995,20.7,3.3000000000000007,30.709999999999997,12.65,2.25,20.501999999999992,71.27083333333334,8.395833333333321,88.68083333333333,558.0,70.0,684.8199999999999,0.1770538243626064,0.1839520253117991,1.0042417974429305,0.0,0.0,0.0,0.0
Neukölln,2026-08-29,23.7,20.633333333333333,26.1,17.5,18.9,57.75,10.225,613.0,0.0,0,0,forecast,24,False,0,8,241,-0.8660254037844384,-0.5000000000000004,24.7,4.0,34.5,25.6,3.3999999999999986,35.34,16.2,2.299999999999999,22.612000000000005,63.833333333333336,8.5,88.00500000000001,656.0,70.0,780.08,0.0,0.09918981757008757,0.7917935002551336,0.0,0.0,0.0,0.0
Neukölln,2026-08-30,23.7,20.658333333333335,25.3,18.2,18.3,60.416666666666664,12.458333333333334,564.0,0.2,0,0,forecast,24,False,0,8,242,-0.8660254037844384,-0.5000000000000004,24.7,4.0,34.5,25.6,3.3999999999999986,35.34,16.2,2.299999999999999,22.612000000000005,63.833333333333336,8.5,88.00500000000001,656.0,70.0,780.08,0.0,0.0,0.6158393890873267,0.0,0.0,0.0,0.0
Neukölln,2026-08-31,23.2,19.5625,24.6,17.2,17.4,66.54166666666667,9.8375,518.0,1.28,0,0,forecast,24,False,0,8,243,-0.8660254037844384,-0.5000000000000004,24.7,4.0,34.5,25.6,3.3999999999999986,35.34,16.2,2.299999999999999,22.612000000000005,63.833333333333336,8.5,88.00500000000001,656.0,70.0,780.08,0.0,0.0,0.35190822233561486,0.21491127140185648,0.0,0.0,0.0
Neukölln,2026-09-01,18.9,16.7125,21.6,15.7,15.7,61.416666666666664,12.725,425.0,0.8,0,0,forecast,24,False,0,9,244,-1.0,-1.8369701987210297e-16,19.1,3.8999999999999986,30.455999999999996,20.85,3.3499999999999996,30.991999999999997,12.8,2.25,20.583999999999993,70.875,8.3125,88.7525,558.5,68.5,679.0999999999999,0.0,0.1510053939126706,0.8693436455476112,0.0,0.0,0.0,0.0
Neukölln,2026-09-02,21.2,16.891666666666666,23.5,13.1,13.3,57.208333333333336,8.991666666666667,507.0,0.0,0,0,forecast,24,False,0,9,245,-1.0,-1.8369701987210297e-16,19.1,3.8999999999999986,30.455999999999996,20.85,3.3499999999999996,30.991999999999997,12.8,2.25,20.583999999999993,70.875,8.3125,88.7525,558.5,68.5,679.0999999999999,0.36318733202585873,0.5335523918247691,0.1498868354392434,0.0,0.0,0.0,0.0
Neukölln,2026-09-03,20.0,16.716666666666665,22.9,16.1,16.2,62.875,15.183333333333332,378.0,5.1,0,0,forecast,24,False,0,9,246,-1.0,-1.8369701987210297e-16,19.1,3.8999999999999986,30.455999999999996,20.85,3.3499999999999996,30.991999999999997,12.8,2.25,20.583999999999993,70.875,8.3125,88.7525,558.5,68.5,679.0999999999999,0.15565171372536793,0.41274807669463237,1.0192304809868546,0.0,0.0,0.0,0.0
Neukölln,2026-09-04,19.1,15.875,20.8,15.9,15.9,65.20833333333333,14.883333333333333,216.0,0.30000000000000004,0,0,forecast,24,False,0,9,247,-1.0,-1.8369701987210297e-16,19.1,3.8999999999999986,30.455999999999996,20.85,3.3499999999999996,30.991999999999997,12.8,2.25,20.583999999999993,70.875,8.3125,88.7525,558.5,68.5,679.0999999999999,0.0,0.0,0.9292983797233089,0.0,0.0,0.0,0.0
Pankow,2026-08-29,23.4,20.595833333333335,26.4,18.0,18.8,56.291666666666664,11.4125,617.0,0.0,0,0,forecast,24,False,0,8,241,-0.8660254037844384,-0.5000000000000004,24.6,3.8000000000000007,34.104000000000006,24.9,3.1999999999999993,34.204,16.0,2.1999999999999993,22.576000000000004,67.45833333333333,8.0,87.76833333333335,649.0,72.0,779.4000000000001,0.0,0.3161675435046541,0.8584427847883944,0.0,0.0,0.0,0.0
Pankow,2026-08-30,23.7,20.8375,25.0,18.9,19.1,59.5,13.220833333333333,526.0,0.0,0,0,forecast,24,False,0,8,242,-0.8660254037844384,-0.5000000000000004,24.6,3.8000000000000007,34.104000000000006,24.9,3.1999999999999993,34.204,16.0,2.1999999999999993,22.576000000000004,67.45833333333333,8.0,87.76833333333335,649.0,72.0,779.4000000000001,0.0,0.021077836233643905,0.950418797444294,0.0,0.0,0.0,0.0
Pankow,2026-08-31,23.1,20.029166666666665,24.4,17.8,18.7,64.125,9.820833333333335,521.0,1.7,0,0,forecast,24,False,0,8,243,-0.8660254037844384,-0.5000000000000004,24.6,3.8000000000000007,34.104000000000006,24.9,3.1999999999999993,34.204,16.0,2.1999999999999993,22.576000000000004,67.45833333333333,8.0,87.76833333333335,649.0,72.0,779.4000000000001,0.0,0.0,0.8277841139030943,0.0,0.0,0.0,0.0
Pankow,2026-09-01,19.0,16.704166666666666,21.6,16.0,16.0,60.958333333333336,13.070833333333333,431.0,0.30000000000000004,0,0,forecast,24,False,0,9,244,-1.0,-1.8369701987210297e-16,18.85,3.9000000000000004,30.291999999999994,20.4,3.200000000000001,30.064,12.649999999999999,2.150000000000002,20.419999999999995,71.60416666666666,8.000000000000007,88.6675,554.0,66.5,687.8199999999999,0.025941952287561108,0.25293403480372373,1.0509507182542293,0.0,0.0,0.0,0.0
Pankow,2026-09-02,21.1,17.208333333333332,23.5,13.6,13.8,56.583333333333336,8.829166666666667,510.0,0.0,0,0,forecast,24,False,0,9,245,-1.0,-1.8369701987210297e-16,18.85,3.9000000000000004,30.291999999999994,20.4,3.200000000000001,30.064,12.649999999999999,2.150000000000002,20.419999999999995,71.60416666666666,8.000000000000007,88.6675,554.0,66.5,687.8199999999999,0.3891292843134203,0.6534129232429517,0.3607741271619001,0.0,0.0,0.0,0.0
Pankow,2026-09-03,20.0,16.675,22.0,14.7,16.5,66.79166666666667,14.141666666666666,373.0,6.3,0,0,forecast,24,False,0,9,246,-1.0,-1.8369701987210297e-16,18.85,3.9000000000000004,30.291999999999994,20.4,3.200000000000001,30.064,12.649999999999999,2.150000000000002,20.419999999999995,71.60416666666666,8.000000000000007,88.6675,554.0,66.5,687.8199999999999,0.19888830087130346,0.3372453797382978,1.2078090344115768,0.0,0.0,0.0,0.0
Pankow,2026-09-04,18.5,15.441666666666668,19.8,14.6,14.6,71.0,13.820833333333333,213.0,0.30000000000000004,0,0,forecast,24,False,0,9,247,-1.0,-1.8369701987210297e-16,18.85,3.9000000000000004,30.291999999999994,20.4,3.200000000000001,30.064,12.649999999999999,2.150000000000002,20.419999999999995,71.60416666666666,8.000000000000007,88.6675,554.0,66.5,687.8199999999999,0.0,0.0,0.6117474330136559,0.0,0.0,0.0,0.0
Reinickendorf,2026-08-29,23.9,20.604166666666668,26.2,17.8,18.7,58.166666666666664,10.470833333333333,631.0,0.0,0,0,forecast,24,False,0,8,241,-0.8660254037844384,-0.5000000000000004,24.8,4.0,34.304,24.9,3.299999999999997,34.040000000000006,16.0,2.1000000000000014,21.968,67.41666666666667,7.75,87.00833333333333,659.0,68.0,780.08,0.0,0.2657084810059318,0.8672024050413358,0.0,0.0,0.0,0.0
Reinickendorf,2026-08-30,24.2,20.8125,24.8,18.6,18.7,61.208333333333336,12.408333333333333,488.0,0.0,0,0,forecast,24,False,0,8,242,-0.8660254037844384,-0.5000000000000004,24.8,4.0,34.304,24.9,3.299999999999997,34.040000000000006,16.0,2.1000000000000014,21.968,67.41666666666667,7.75,87.00833333333333,659.0,68.0,780.08,0.0,0.0,0.8672024050413358,0.0,0.0,0.0,0.0
Reinickendorf,2026-08-31,23.2,19.962500000000002,24.4,17.1,18.6,66.0,9.166666666666666,556.0,1.6,0,0,forecast,24,False,0,8,243,-0.8660254037844384,-0.5000000000000004,24.8,4.0,34.304,24.9,3.299999999999997,34.040000000000006,16.0,2.1000000000000014,21.968,67.41666666666667,7.75,87.00833333333333,659.0,68.0,780.08,0.0,0.0,0.835083797447213,0.0,0.0,0.0,0.0
Reinickendorf,2026-09-01,19.1,16.6125,21.8,15.6,15.7,63.25,12.674999999999999,450.0,0.0,0,0,forecast,24,False,0,9,244,-1.0,-1.8369701987210297e-16,18.95,3.8,30.291999999999994,20.5,3.1999999999999993,29.945999999999998,12.7,2.2,20.283999999999992,71.97916666666666,7.5,89.71249999999998,554.5,63.0,684.46,0.026624635242497557,0.274011871037367,0.9197601265589934,0.0,0.0,0.0,0.0
Reinickendorf,2026-09-02,21.2,16.754166666666666,23.5,12.5,12.5,60.291666666666664,8.816666666666666,518.0,0.0,0,0,forecast,24,False,0,9,245,-1.0,-1.8369701987210297e-16,18.95,3.8,30.291999999999994,20.5,3.1999999999999993,29.945999999999998,12.7,2.2,20.283999999999992,71.97916666666666,7.5,89.71249999999998,554.5,63.0,684.46,0.39936952863745767,0.6323350870093082,0.0,0.0,0.0,0.0,0.0
Reinickendorf,2026-09-03,20.4,17.120833333333334,23.1,15.9,16.2,62.416666666666664,14.208333333333334,415.0,4.8,0,0,forecast,24,False,0,9,246,-1.0,-1.8369701987210297e-16,18.95,3.8,30.291999999999994,20.5,3.1999999999999993,29.945999999999998,12.7,2.2,20.283999999999992,71.97916666666666,7.5,89.71249999999998,554.5,63.0,684.46,0.25737147401080596,0.548023742074734,1.0730534809854924,0.0,0.0,0.0,0.0
Reinickendorf,2026-09-04,19.8,16.245833333333334,21.4,15.7,15.7,65.41666666666667,13.299999999999999,246.0,0.0,0,0,forecast,24,False,0,9,247,-1.0,-1.8369701987210297e-16,18.95,3.8,30.291999999999994,20.5,3.1999999999999993,29.945999999999998,12.7,2.2,20.283999999999992,71.97916666666666,7.5,89.71249999999998,554.5,63.0,684.46,0.15087293304081761,0.18970052610279217,0.9197601265589934,0.0,0.0,0.0,0.0
Spandau,2026-08-29,23.5,20.479166666666668,26.3,17.6,18.6,58.0,10.950000000000001,674.0,0.0,0,0,forecast,24,False,0,8,241,-0.8660254037844384,-0.5000000000000004,24.9,4.0,34.668000000000006,25.2,3.3000000000000007,34.668000000000006,16.1,2.099999999999998,22.0,66.33333333333333,8.166666666666671,86.82,664.0,64.0,772.6800000000001,0.0,0.22483025315886532,0.8029651898530903,0.0,0.10538918116821801,0.0,0.0
Spandau,2026-08-30,23.5,20.645833333333332,24.8,18.4,18.6,62.416666666666664,12.558333333333332,490.0,0.2,0,0,forecast,24,False,0,8,242,-0.8660254037844384,-0.5000000000000004,24.9,4.0,34.668000000000006,25.2,3.3000000000000007,34.668000000000006,16.1,2.099999999999998,22.0,66.33333333333333,8.166666666666671,86.82,664.0,64.0,772.6800000000001,0.0,0.0,0.8029651898530903,0.0,0.0,0.0,0.0
